1.474070269551408519e-01,4.611633598373023890e-01,9.402677403986552385e-01,1.862544294155432656e-01,7.083097906319777426e-01,7.735297892261201458e-01
8.071092601319748150e-01,2.591300953053868872e-01,7.760787605471189954e-01,3.010227518714875261e-01,2.438639651386620422e-01,4.546170862849421290e-01
6.661216223095703937e-01,6.537952606126695709e-01,1.357521437511566287e-01,6.478917152511791677e-01,2.757722287782271575e-02,7.289334040475483611e-01
6.898797022590297257e-01,1.037264602711366335e-01,5.648163197152789028e-01,5.550849002627822326e-02,1.049384995737728810e-01,1.448250291366759424e-01
7.292413346046212608e-01,1.879339290864092682e-01,2.365910938263032781e-01,9.371988062624320159e-01,1.009308890387237145e-01,5.836302029099609268e-01
-1.136004672859132619e-01,1.462718270359617767e+00,1.168525197347017652e+00,-2.420313907373506657e-01,9.137022344758407577e-01,1.385774316625249192e+00
2.987516452282182322e-01,1.470416385987835417e+00,3.963024093084210886e-01,3.944138678419875088e-01,5.301922161656156263e-01,1.234079234038099049e+00
-2.236598845773030420e-01,1.459136209239199733e+00,1.038172909545706402e+00,5.873540227484066456e-01,6.309872343292247665e-01,1.309735192953742411e+00
3.066084432322233044e-01,1.864529183967847725e+00,1.701881983929749154e-01,2.065915306898690185e-01,7.868944195101693628e-01,-2.899367987477323438e-02
3.306029526534797758e-01,1.579863273185744710e+00,1.669908629300341785e-01,-7.086675743815206152e-01,-7.882774868146846803e-02,-1.513688550540480959e-01
2.305663935711538270e-01,3.193044584869061175e+00,-3.489283626540702898e-01,-6.178511898749021736e-01,5.095355467169479513e-02,-2.528790355033809778e-01
9.669719788753550205e-01,3.998879520130770526e+00,1.325398548461560910e+00,5.083474511132908269e-01,7.257290609047981622e-01,1.572744203727124201e+00
2.011170428230261431e-01,2.235349214490326197e+00,-1.845501401092216470e-02,1.584912103542762685e+00,-5.208756835357644666e-02,8.216707637836272449e-01
1.380245583176399560e+00,2.466212487993381330e+00,1.978562818361399689e+00,2.377838269453836695e+00,6.531612371325106192e-01,2.063621175135110342e+00
