1.633899999999999908e+00,-1.385099999999999998e+00,-1.266799999999999926e+00,-1.410300000000000109e+00,-2.074300000000000033e+00,-1.125699999999999923e+00,-1.889399999999999968e+00,-3.206399999999999917e+00,-2.166799999999999837e+00,-1.043700000000000072e+00,-1.465799999999999992e+00,-1.178399999999999892e+00,-3.670799999999999841e+00,-1.450399999999999912e+00,-2.004000000000000004e+00
2.949700000000000100e-01,-7.934099999999999486e-01,-2.792499999999999982e+00,1.927699999999999969e+00,9.480699999999999683e-01,1.123399999999999954e+00,-6.653499999999999970e-01,-8.325399999999999467e-01,-9.275600000000000511e-01,-9.866000000000000325e-01,-1.024699999999999944e+00,1.277400000000000091e+00,-7.110400000000000054e-01,-1.374400000000000066e+00,-1.025700000000000056e+00
-6.147500000000000187e-01,-1.850200000000000067e+00,-5.090200000000000280e-01,-5.193299999999999583e-01,-7.133199999999999541e-01,2.620000000000000107e+00,1.967600000000000016e+00,-1.118200000000000083e+00,-1.552000000000000046e+00,-4.754800000000000137e-01,3.153200000000000003e+00,5.146399999999999864e-01,-1.015099999999999891e+00,-1.467100000000000071e+00,3.408300000000000107e+00
-9.079099999999999948e-01,-2.693299999999999861e-02,5.003300000000000525e-01,-2.230900000000000105e+00,1.475700000000000067e-01,-2.117300000000000182e+00,-1.648300000000000098e+00,-2.175600000000000034e-01,-1.971100000000000074e-01,-5.883599999999999941e-02,1.804000000000000048e+00,-7.286500000000000199e-01,-1.836699999999999999e+00,-1.205500000000000016e+00,-1.429200000000000026e+00
-2.543899999999999828e+00,4.997999999999999665e-02,4.407799999999999940e+00,9.575900000000000523e-01,1.813299999999999912e+00,-2.846099999999999741e-01,-2.632600000000000051e+00,1.453500000000000014e+00,4.056099999999999817e+00,1.500099999999999989e+00,-2.030699999999999950e+00,-8.215700000000000225e-01,2.059200000000000141e+00,-1.083599999999999897e+00,-1.250000000000000000e-01
6.143499999999999517e-01,5.508600000000000163e-01,2.506400000000000183e+00,2.641700000000000159e+00,4.301400000000000223e-01,5.691000000000000503e-01,-1.453300000000000036e+00,3.193099999999999827e+00,2.583899999999999864e+00,2.506200000000000205e+00,-9.599800000000000555e-01,-6.085800000000000098e-01,4.179999999999999716e+00,4.291500000000000092e+00,5.111799999999999677e-01
-1.728599999999999914e+00,9.169800000000000173e-01,3.751900000000000013e+00,1.637899999999999912e+00,3.078499999999999986e-02,3.569100000000000161e+00,2.205799999999999983e+00,1.377000000000000002e+00,2.066800000000000026e-01,2.266099999999999781e+00,-1.417499999999999982e+00,1.726100000000000134e-01,2.884199999999999875e+00,4.054100000000000037e+00,1.346200000000000063e+00
1.150400000000000089e+00,1.985700000000000021e+00,1.931499999999999995e+00,1.635199999999999987e+00,-5.392999999999999877e-02,7.185700000000000420e-01,2.076900000000000190e+00,1.146600000000000064e+00,-8.256900000000000350e-01,1.533099999999999907e+00,-1.109199999999999964e+00,3.695800000000000196e-01,4.102199999999999847e+00,5.039299999999999891e-01,-1.899100000000000010e+00
-1.536100000000000021e+00,-8.443100000000000049e-01,-2.874699999999999811e+00,2.666199999999999903e+00,1.509400000000000075e+00,-2.551400000000000112e+00,3.647600000000000176e+00,1.574500000000000011e+00,1.112100000000000088e+00,-7.142300000000000315e-01,-3.916399999999999881e-01,4.658900000000000041e+00,3.334000000000000075e+00,-1.006799999999999917e+00,-1.199400000000000022e+00
5.311399999999999899e+00,2.726999999999999869e+00,6.548599999999999977e-01,4.448199999999999932e-01,4.516100000000000114e-01,-3.111499999999999932e+00,-4.768000000000000016e-01,3.722700000000000120e+00,3.026199999999999779e+00,-1.975400000000000045e+00,4.317400000000000126e-01,4.022300000000000431e+00,2.838000000000000078e+00,1.117299999999999960e+00,2.061600000000000099e-01
4.266899999999999693e+00,2.809099999999999930e+00,4.490799999999999792e-01,-1.877499999999999947e+00,4.086400000000000254e+00,-1.981100000000000083e+00,-1.802400000000000002e+00,1.874500000000000055e+00,-8.402500000000000524e-01,-1.082499999999999990e-01,2.102899999999999991e+00,-1.586699999999999999e+00,2.626700000000000035e+00,1.453999999999999959e+00,4.213600000000000123e-01
1.035999999999999976e-01,2.478299999999999947e+00,-1.691400000000000015e+00,-4.940100000000000158e+00,-2.100599999999999967e-01,-1.086699999999999999e+00,-1.778299999999999992e+00,8.904199999999999893e-01,-3.791399999999999770e-01,-4.045300000000000118e+00,4.404399999999999871e+00,8.064900000000000402e-01,-1.947200000000000042e+00,2.575899999999999856e-01,2.712899999999999867e+00
-1.784100000000000019e+00,-1.513400000000000079e+00,-3.151100000000000012e+00,-3.258999999999999897e+00,-3.366200000000000081e+00,-9.065499999999999670e-01,-1.170500000000000096e+00,-2.433899999999999952e+00,-1.391299999999999981e+00,-3.190100000000000158e-01,-1.242599999999999927e+00,2.139800000000000146e+00,-1.280799999999999939e+00,2.818000000000000060e+00,5.990699999999999914e-01
-2.843900000000000095e+00,6.112800000000000455e-01,-1.263300000000000090e+00,-7.946100000000000385e-01,-3.095400000000000151e+00,4.415000000000000036e+00,9.554500000000000215e-01,-5.055600000000000094e+00,-3.942000000000000171e+00,3.726999999999999758e-01,-1.555199999999999916e+00,-3.137500000000000178e+00,-2.030899999999999928e+00,-2.224499999999999922e+00,-1.671499999999999986e+00
-1.481200000000000072e+00,3.766199999999999992e+00,3.760700000000000154e-01,-1.387599999999999945e+00,9.999299999999999855e-02,-2.792899999999999827e-01,-3.669600000000000084e-01,-1.938199999999999923e+00,-1.740899999999999892e+00,-3.321200000000000152e+00,-1.819999999999999951e-01,-6.371599999999999486e-01,-2.326900000000000190e+00,2.333200000000000163e+00,1.023400000000000087e+00
-1.907100000000000017e+00,2.122799999999999798e+00,-3.447799999999999754e-01,-5.819199999999999928e-01,7.847600000000000131e-01,2.454699999999999938e-01,9.817200000000000371e-01,2.252499999999999947e+00,2.854299999999999837e+00,1.748499999999999943e+00,3.906800000000000050e+00,-3.196299999999999919e+00,-2.318200000000000038e+00,1.733400000000000052e+00,9.578499999999999792e-01
2.957099999999999729e-01,-2.697499999999999787e+00,-3.630900000000000016e+00,2.229499999999999815e+00,1.824400000000000022e+00,2.398200000000000109e+00,2.705200000000000049e+00,3.120400000000000063e+00,3.611499999999999932e+00,3.222100000000000186e+00,1.013399999999999995e-01,-1.721200000000000063e+00,-6.397300000000000209e-01,-3.546699999999999964e+00,-1.539900000000000047e+00
